,category,place,ad_type,year_of_construction,Advertiser,Room_number,Area,Deposit,Lease
1725,خانه و ویلا,تهران میدان ولیعصر,ارائه,۱۳۷۵,شخصی,یک,۶۰,۱۰٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰ تومان
1726,خانه و ویلا,تهران شهر قدس,ارائه,قبل از ۱۳۷۰,شخصی,سه,۱۲۰,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۳۰۰٫۰۰۰ تومان
1727,خانه و ویلا,تهران الهیه,ارائه,۱۳۹۷,شخصی,دو,۶۵۰,توافقی,توافقی
1728,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۵,مشاور املاک,چهار,۲۹۰,۲٫۰۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1729,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۱۰۰۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰٫۰۰۰ تومان
1730,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۸,شخصی,یک,۱۴۰,۶۰٫۰۰۰٫۰۰۰ تومان,توافقی
1731,خانه و ویلا,تهران ورامین,ارائه,۱۳۹۰,شخصی,دو,۸۰,۷۰٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
1732,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۵,شخصی,دو,۱۱۵,۱۶۰٫۰۰۰٫۰۰۰ تومان,مجانی
1733,خانه و ویلا,تهران بهارستان,ارائه,قبل از ۱۳۷۰,شخصی,دو,۵۴,توافقی,توافقی
1734,خانه و ویلا,تهران رباط کریم,ارائه,۱۳۹۸,شخصی,یک,۵۰۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
1735,خانه و ویلا,تهران مشیریه,ارائه,قبل از ۱۳۷۰,شخصی,چهار,۱۳۰,۳۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1736,خانه و ویلا,تهران نازی‌آباد,ارائه,۱۳۸۹,شخصی,سه,۱۲۰,۱۴۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1737,خانه و ویلا,تهران مسعودیه,ارائه,۱۳۷۴,شخصی,یک,۶۲,۵۸٫۰۰۰٫۰۰۰ تومان,مجانی
1738,خانه و ویلا,تهران شوش,ارائه,۱۳۷۵,شخصی,بدون اتاق,۴۰,۵٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
1739,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,دو,۳۲۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1740,خانه و ویلا,تهران شهر زیبا,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۴۰,۱۳٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1741,خانه و ویلا,تهران ورامین,ارائه,۱۳۹۶,شخصی,یک,۹۰۰,توافقی,توافقی
1742,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۵,شخصی,یک,۸۵۰,توافقی,۴۰۰٫۰۰۰ تومان
1743,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۵,شخصی,یک,۱۰۰۰,مجانی,۱٫۲۰۰٫۰۰۰ تومان
1744,خانه و ویلا,تهران فلاح,ارائه,۱۳۷۵,مشاور املاک,یک,۶۰,۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
1745,خانه و ویلا,تهران نظام‌آباد,ارائه,۱۳۷۱,شخصی,یک,۲۰,۴۰٫۰۰۰٫۰۰۰ تومان,مجانی
1746,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۹۰,شخصی,یک,۹۰,۶۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1747,خانه و ویلا,تهران شهرک محلاتی,ارائه,۱۳۷۱,شخصی,سه,۱۸۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1748,خانه و ویلا,تهران پرند,ارائه,۱۳۸۸,شخصی,دو,۱۸۰,توافقی,توافقی
1749,خانه و ویلا,تهران بهارستان,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۲۲۵,توافقی,توافقی
1750,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۹۶,شخصی,سه,۱۵۰۰,توافقی,۱٫۰۰۰٫۰۰۰ تومان
1751,خانه و ویلا,تهران شهرک قدس,ارائه,۱۳۷۲,مشاور املاک,سه,۲۵۰,توافقی,توافقی
1752,خانه و ویلا,تهران جنت‌آباد جنوبی,ارائه,۱۳۸۲,شخصی,یک,۲۶۴,۱۵۰٫۰۰۰٫۰۰۰ تومان,۱۵٫۰۰۰٫۰۰۰ تومان
1753,خانه و ویلا,تهران پونک,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۲۶۰,توافقی,توافقی
1754,خانه و ویلا,تهران شهرک شریعتی,ارائه,قبل از ۱۳۷۰,شخصی,یک,۴۰,۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1755,خانه و ویلا,تهران سازمان برنامه,ارائه,۱۳۸۵,مشاور املاک,چهار,۲۵۰,توافقی,توافقی
1756,خانه و ویلا,تهران نارمک,ارائه,۱۳۷۵,مشاور املاک,چهار,۲۴۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,۷٫۰۰۰٫۰۰۰ تومان
1757,خانه و ویلا,تهران شهرک ولیعصر,ارائه,قبل از ۱۳۷۰,شخصی,بدون اتاق,۱۵,۵٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰ تومان
1758,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۸,مشاور املاک,دو,۳۲۰,توافقی,توافقی
1759,خانه و ویلا,تهران کوی فردوس,ارائه,۱۳۷۵,مشاور املاک,سه,۱۸۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1760,خانه و ویلا,تهران استاد معین,ارائه,۱۳۷۸,شخصی,یک,۷۵,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1761,خانه و ویلا,تهران ابراهیم‌آباد,ارائه,۱۳۸۹,مشاور املاک,دو,۱۵۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,مجانی
1762,خانه و ویلا,تهران اوقاف,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۰۰,۷۰٫۰۰۰٫۰۰۰ تومان,۱٫۶۰۰٫۰۰۰ تومان
1763,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۵,شخصی,سه,۳۰۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1764,خانه و ویلا,تهران قرچک,ارائه,۱۳۸۵,مشاور املاک,سه,۱۶۶,۱۷۰٫۰۰۰٫۰۰۰ تومان,توافقی
1765,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۶,شخصی,چهار,۲۰۰۰,توافقی,توافقی
1766,خانه و ویلا,تهران پرند,ارائه,۱۳۸۷,شخصی,دو,۱۰۲,۵۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1767,خانه و ویلا,تهران مهرآباد جنوبی,ارائه,۱۳۸۸,شخصی,دو,۵۷,۹٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
1768,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۳,مشاور املاک,یک,۷۲,۶۰٫۰۰۰٫۰۰۰ تومان,۱٫۸۰۰٫۰۰۰ تومان
1769,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۷,مشاور املاک,دو,۶۵۰,توافقی,توافقی
1770,خانه و ویلا,تهران مرزداران,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۳۰۰,توافقی,توافقی
1771,خانه و ویلا,تهران میدان ولیعصر,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۳۰۰,۲٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
1772,خانه و ویلا,تهران دروس,ارائه,۱۳۷۸,مشاور املاک,پنج یا بیشتر,۹۰۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰٫۰۰۰ تومان
1773,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۸۰,شخصی,دو,۶۰,۴۵٫۰۰۰٫۰۰۰ تومان,۲۰٫۰۰۰ تومان
1774,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۹۲,مشاور املاک,یک,۳۰۰,۹۰٫۰۰۰٫۰۰۰ تومان,۱۵۰٫۰۰۰ تومان
1775,خانه و ویلا,تهران پردیس,ارائه,۱۳۸۶,شخصی,دو,۱۲۰,۵٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1776,خانه و ویلا,تهران پاسداران,ارائه,۱۳۸۴,شخصی,سه,۱۲۵,۱۵۰٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰٫۰۰۰ تومان
1777,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۷,مشاور املاک,دو,۱۰۰۰,توافقی,توافقی
1778,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۹۰,مشاور املاک,پنج یا بیشتر,۸۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۱۶٫۰۰۰٫۰۰۰ تومان
1779,خانه و ویلا,تهران نظام‌آباد,ارائه,۱۳۷۲,شخصی,دو,۷۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1780,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۸۳,مشاور املاک,دو,۱۱۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1781,خانه و ویلا,تهران فلاح,ارائه,قبل از ۱۳۷۰,مشاور املاک,چهار,۱۲۵,۱۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1782,خانه و ویلا,تهران دربند,ارائه,۱۳۹۷,شخصی,بدون اتاق,۴۰,۱۲٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰٫۰۰۰ تومان
1783,خانه و ویلا,تهران نیرو هوایی,ارائه,۱۳۷۷,مشاور املاک,دو,۳۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۲۶٫۰۰۰٫۰۰۰ تومان
1784,خانه و ویلا,تهران پاسداران,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۶۵۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۶۰٫۰۰۰٫۰۰۰ تومان
1785,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۷,شخصی,دو,۱۰۰۰,۱٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1786,خانه و ویلا,تهران جردن,ارائه,۱۳۷۸,مشاور املاک,پنج یا بیشتر,۷۰۰,توافقی,توافقی
1787,خانه و ویلا,تهران قلهک,ارائه,قبل از ۱۳۷۰,شخصی,دو,۴۰۰,۱۳۰٫۰۰۰٫۰۰۰ تومان,۹٫۰۰۰٫۰۰۰ تومان
1788,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۷,شخصی,دو,۱۵۰۰,مجانی,۹۰۰٫۰۰۰ تومان
1789,خانه و ویلا,تهران دولاب,ارائه,قبل از ۱۳۷۰,شخصی,چهار,۱۲۰,۱۲۵٫۰۰۰٫۰۰۰ تومان,مجانی
1790,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,سه,۲۶۰,توافقی,توافقی
1791,خانه و ویلا,تهران شهرک کیانشهر,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۱۰,۹۵٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1792,خانه و ویلا,تهران تهران‌سر,ارائه,۱۳۸۲,شخصی,یک,۶۵,۷۰٫۰۰۰٫۰۰۰ تومان,۵۰۰٫۰۰۰ تومان
1793,خانه و ویلا,تهران آهنگ,ارائه,۱۳۷۱,شخصی,سه,۱۳۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1794,خانه و ویلا,تهران شهرک چشمه,ارائه,۱۳۷۵,مشاور املاک,دو,۹۵,۲۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1795,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,۱۳۸۳,مشاور املاک,یک,۷۰,۳۵٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1796,خانه و ویلا,تهران پونک,ارائه,۱۳۷۹,مشاور املاک,چهار,۳۰۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1797,خانه و ویلا,تهران ولنجک,ارائه,۱۳۷۸,مشاور املاک,دو,۱۲۰,۱۷۰٫۰۰۰٫۰۰۰ تومان,۴٫۰۰۰٫۰۰۰ تومان
1798,خانه و ویلا,تهران جیحون,ارائه,۱۳۷۵,شخصی,یک,۶۵,۳۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰ تومان
1799,خانه و ویلا,تهران آهنگ,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۹۰,۲۲۰٫۰۰۰٫۰۰۰ تومان,توافقی
1800,خانه و ویلا,تهران پیروزی,ارائه,قبل از ۱۳۷۰,شخصی,دو,۶۰,۸۰٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
1801,خانه و ویلا,تهران میدان انقلاب,ارائه,۱۳۹۷,شخصی,دو,۳۲۰,توافقی,توافقی
1802,خانه و ویلا,تهران لواسان,ارائه,قبل از ۱۳۷۰,مشاور املاک,بدون اتاق,۱۵۰,۲۰٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
1803,خانه و ویلا,تهران پردیس,ارائه,۱۳۹۵,شخصی,دو,۸۵,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۲۰۰٫۰۰۰ تومان
1804,خانه و ویلا,تهران فلاح,ارائه,۱۳۸۰,شخصی,دو,۸۵,۱۳۰٫۰۰۰٫۰۰۰ تومان,توافقی
1805,خانه و ویلا,تهران افسریه,ارائه,۱۳۸۵,شخصی,بدون اتاق,۴۰,۲۰٫۰۰۰٫۰۰۰ تومان,۵۵۰٫۰۰۰ تومان
1806,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۶,مشاور املاک,دو,۳۱۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰٫۰۰۰ تومان
1807,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۷,شخصی,سه,۶۰۰,۱٫۷۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1808,خانه و ویلا,تهران المهدی,ارائه,۱۳۷۹,شخصی,یک,۶۰,۶۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1809,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۷۲,شخصی,دو,۶۵۰,توافقی,توافقی
1810,خانه و ویلا,تهران پرند,ارائه,۱۳۸۶,مشاور املاک,دو,۱۰۰,۴۰٫۰۰۰٫۰۰۰ تومان,۹۰۰٫۰۰۰ تومان
1811,خانه و ویلا,تهران تهران‌نو,ارائه,قبل از ۱۳۷۰,شخصی,دو,۹۵,۵۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
1812,خانه و ویلا,تهران نارمک,ارائه,قبل از ۱۳۷۰,شخصی,سه,۱۲۶,۱۰۰٫۰۰۰٫۰۰۰ تومان,۲٫۷۰۰٫۰۰۰ تومان
1813,خانه و ویلا,تهران رباط کریم,ارائه,۱۳۸۷,شخصی,دو,۸۰,۱۲٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
1814,خانه و ویلا,تهران قلهک,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۳۶۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۱۵٫۰۰۰٫۰۰۰ تومان
1815,خانه و ویلا,تهران استاد معین,ارائه,۱۳۸۰,شخصی,یک,۱۰۱,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰ تومان
1816,خانه و ویلا,تهران پیروزی,ارائه,۱۳۷۵,شخصی,چهار,۲۳۰,توافقی,توافقی
1817,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۷۱,شخصی,سه,۱۲۰,توافقی,توافقی
1818,خانه و ویلا,تهران خزانه,ارائه,قبل از ۱۳۷۰,شخصی,دو,۵۰,۱۰٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
1819,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۷,مشاور املاک,پنج یا بیشتر,۷۵۰,۲٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۹۰٫۰۰۰٫۰۰۰ تومان
1820,خانه و ویلا,تهران شهریار,ارائه,۱۳۹۸,شخصی,دو,۱۰۰۰,توافقی,توافقی
1821,خانه و ویلا,تهران لواسان,ارائه,۱۳۹۸,شخصی,چهار,۳۰۰,توافقی,توافقی
1822,خانه و ویلا,تهران پاکدشت,ارائه,۱۳۸۵,شخصی,یک,۱۶۸,۵۵٫۰۰۰٫۰۰۰ تومان,مجانی
1823,خانه و ویلا,تهران پرند,ارائه,۱۳۸۸,مشاور املاک,دو,۱۶۰,۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۷۰۰٫۰۰۰ تومان
1824,خانه و ویلا,تهران امام حسین(ع),ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۱۲,۲٫۰۰۰٫۰۰۰ تومان,۶۰۰ تومان
1825,خانه و ویلا,تهران بومهن,ارائه,۱۳۹۰,شخصی,یک,۵۰,۱۰٫۰۰۰٫۰۰۰ تومان,۴۰۰٫۰۰۰ تومان
1826,خانه و ویلا,تهران طرشت,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۶۰,۵۰٫۰۰۰٫۰۰۰ تومان,۵٫۰۰۰٫۰۰۰ تومان
1827,خانه و ویلا,تهران نیاوران,ارائه,۱۳۸۰,مشاور املاک,سه,۳۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱۷٫۰۰۰٫۰۰۰ تومان
1828,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۵,مشاور املاک,چهار,۲۷۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۲۵٫۰۰۰٫۰۰۰ تومان
1829,خانه و ویلا,تهران قیطریه,ارائه,۱۳۹۰,مشاور املاک,سه,۲۳۷,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱۲٫۰۰۰٫۰۰۰ تومان
1830,خانه و ویلا,تهران شهرک ولیعصر,ارائه,۱۳۸۵,شخصی,دو,۱۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1831,خانه و ویلا,تهران آرارات,ارائه,۱۳۷۱,مشاور املاک,پنج یا بیشتر,۴۰۰,۱۵۰٫۰۰۰٫۰۰۰ تومان,۱۶٫۰۰۰٫۰۰۰ تومان
1832,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۵,مشاور املاک,دو,۱۵۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۸٫۰۰۰٫۰۰۰ تومان
1833,خانه و ویلا,تهران امیرآباد,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۶۰۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۱۲٫۰۰۰٫۰۰۰ تومان
1834,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,۱۳۸۰,مشاور املاک,دو,۸۵,۵۰٫۰۰۰٫۰۰۰ تومان,۲٫۶۰۰٫۰۰۰ تومان
1835,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,دو,۶۳۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1836,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,۱۳۸۰,مشاور املاک,دو,۹۰,۱۳۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1837,خانه و ویلا,تهران نیاوران,ارائه,۱۳۹۸,شخصی,پنج یا بیشتر,۵۰۰,توافقی,توافقی
1838,خانه و ویلا,تهران فرمانیه,ارائه,۱۳۸۵,مشاور املاک,پنج یا بیشتر,۱۰۰۰,توافقی,توافقی
1839,خانه و ویلا,تهران حکیمیه,ارائه,۱۳۸۶,مشاور املاک,سه,۱۳۰,۱۱۰٫۰۰۰٫۰۰۰ تومان,۱٫۷۰۰٫۰۰۰ تومان
1840,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۰,مشاور املاک,پنج یا بیشتر,۷۰۰,توافقی,توافقی
1841,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۳,مشاور املاک,دو,۱۴۵,۲۰۰٫۰۰۰٫۰۰۰ تومان,۹٫۰۰۰٫۰۰۰ تومان
1842,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۹,مشاور املاک,سه,۲۳۰,توافقی,توافقی
1843,خانه و ویلا,تهران جردن,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۸۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۷۵٫۰۰۰٫۰۰۰ تومان
1844,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۸۸,شخصی,دو,۶۳۰,۲٫۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1845,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۹۴,مشاور املاک,چهار,۲۸۵,۱٫۶۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1846,خانه و ویلا,تهران تجریش,ارائه,۱۳۹۵,مشاور املاک,پنج یا بیشتر,۵۰۰۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۲۲۰٫۰۰۰٫۰۰۰ تومان
1847,خانه و ویلا,تهران امیرآباد,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۶۰۰,۳۰۰٫۰۰۰٫۰۰۰ تومان,۱۳٫۵۰۰٫۰۰۰ تومان
1848,خانه و ویلا,تهران شهر قدس,ارائه,۱۳۷۹,شخصی,یک,۵۰,۳۰٫۰۰۰٫۰۰۰ تومان,توافقی
1849,خانه و ویلا,تهران احتشامیه,ارائه,۱۳۷۳,مشاور املاک,پنج یا بیشتر,۵۰۰,۶۰۰٫۰۰۰٫۰۰۰ تومان,۲۲٫۰۰۰٫۰۰۰ تومان
1850,خانه و ویلا,تهران پیروزی,ارائه,۱۳۹۱,مشاور املاک,دو,۹۰,۴۱۰٫۰۰۰٫۰۰۰ تومان,مجانی
1851,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۰,مشاور املاک,سه,۲۰۰۰,۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
1852,خانه و ویلا,تهران شریف‌آباد,ارائه,۱۳۸۴,شخصی,سه,۱۶۰,۷۰٫۰۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰ تومان
1853,خانه و ویلا,تهران نیاوران,ارائه,۱۳۹۷,مشاور املاک,سه,۴۵۰,توافقی,توافقی
1854,خانه و ویلا,تهران الهیه,ارائه,۱۳۸۰,مشاور املاک,دو,۲۰۰,۸۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1855,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۸,مشاور املاک,پنج یا بیشتر,۹۰۰,توافقی,توافقی
1856,خانه و ویلا,تهران جمال‌زاده,ارائه,قبل از ۱۳۷۰,شخصی,یک,۹۰,۲۲۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1857,خانه و ویلا,تهران شریف‌آباد,ارائه,۱۳۸۴,شخصی,دو,۱۱۰,۵۰٫۰۰۰٫۰۰۰ تومان,۲۰۰٫۰۰۰ تومان
1858,خانه و ویلا,تهران رودهن,ارائه,۱۳۸۸,شخصی,سه,۷۲۰,۱۲۰٫۰۰۰٫۰۰۰ تومان,۱۵٫۰۰۰٫۰۰۰ تومان
1859,خانه و ویلا,تهران نعمت‌آباد,ارائه,قبل از ۱۳۷۰,شخصی,دو,۱۱۰,۴۰٫۰۰۰٫۰۰۰ تومان,مجانی
1860,خانه و ویلا,تهران شهرک غرب,ارائه,۱۳۷۹,مشاور املاک,دو,۱۲۵,۵۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۵۰۰٫۰۰۰ تومان
1861,خانه و ویلا,تهران رباط کریم,ارائه,۱۳۹۰,شخصی,بدون اتاق,۵۰,۱۵٫۰۰۰٫۰۰۰ تومان,توافقی
1862,خانه و ویلا,تهران رودهن,ارائه,۱۳۹۶,مشاور املاک,چهار,۵۵۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1863,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۷۵,مشاور املاک,سه,۲۲۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,توافقی
1864,خانه و ویلا,تهران زعفرانیه,ارائه,۱۳۸۴,مشاور املاک,سه,۶۰۰,۱٫۰۰۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰٫۰۰۰ تومان
1865,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,۱۳۸۰,مشاور املاک,پنج یا بیشتر,۶۵۰,۸۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1866,خانه و ویلا,تهران زعفرانیه,ارائه,قبل از ۱۳۷۰,مشاور املاک,پنج یا بیشتر,۱۱۰۰,۵۰۰٫۰۰۰٫۰۰۰ تومان,۸۵٫۰۰۰٫۰۰۰ تومان
1867,خانه و ویلا,تهران میدان ولیعصر,ارائه,۱۳۹۵,شخصی,پنج یا بیشتر,۴۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۴۵۰٫۰۰۰ تومان
1868,خانه ویلا,تهران عباس‌آباد,ارائه,۱۳۹۶,شخصی,پنج یا بیشتر,۶۰۰,توافقی,۲۰۰٫۰۰۰تومان
1869,خانه و ویلا,تهران پل رومی,ارائه,۱۳۷۶,مشاور املاک,پنج یا بیشتر,۳۶۰,۹۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1870,خانه و ویلا,تهران حکیمیه,ارائه,۱۳۷۳,مشاور املاک,دو,۱۲۰,۲۵۰٫۰۰۰٫۰۰۰ تومان,توافقی
1871,خانه و ویلا,تهران رباط کریم,ارائه,۱۳۹۵,شخصی,دو,۱۱۵,۲۲٫۰۰۰٫۰۰۰ تومان,۷۰۰٫۰۰۰ تومان
1872,خانه و ویلا,تهران نیاوران,ارائه,۱۳۸۵,مشاور املاک,پنج یا بیشتر,۴۸۰,۱٫۲۰۰٫۰۰۰٫۰۰۰ تومان,مجانی
1873,خانه و ویلا,تهران شهرک گلستان غربی,ارائه,قبل از ۱۳۷۰,شخصی,پنج یا بیشتر,۲۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۵٫۰۰۰٫۰۰۰ تومان
1874,خانه و ویلا,تهران تهران‌سر,ارائه,۱۳۸۵,مشاور املاک,یک,۸۰,۶۰٫۰۰۰٫۰۰۰ تومان,۶۵۰٫۰۰۰ تومان
1875,خانه و ویلا,تهران سعادت‌آباد,ارائه,۱۳۷۸,مشاور املاک,دو,۱۰۰,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱٫۰۰۰٫۰۰۰ تومان
1876,خانه و ویلا,تهران تهرانپارس شرقی,ارائه,۱۳۸۵,مشاور املاک,دو,۱۰۰,۱۰۰٫۰۰۰٫۰۰۰ تومان,۳٫۰۰۰٫۰۰۰ تومان
